Entity,Code,Date,Parks
Libya,LBY,2020-02-24,8.286
Libya,LBY,2020-02-25,8.857
Libya,LBY,2020-02-26,9.143
Libya,LBY,2020-02-27,9.857
Libya,LBY,2020-02-28,10.286
Libya,LBY,2020-02-29,11.286
Libya,LBY,2020-03-01,11.429
Libya,LBY,2020-03-02,12
Libya,LBY,2020-03-03,11.571
Libya,LBY,2020-03-04,11.143
Libya,LBY,2020-03-05,10.714
Libya,LBY,2020-03-06,11.714
Libya,LBY,2020-03-07,12.571
Libya,LBY,2020-03-08,12.571
Libya,LBY,2020-03-09,12.714
Libya,LBY,2020-03-10,13.143
Libya,LBY,2020-03-11,14
Libya,LBY,2020-03-12,14.857
Libya,LBY,2020-03-13,15.429
Libya,LBY,2020-03-14,15.429
Libya,LBY,2020-03-15,15.571
Libya,LBY,2020-03-16,14.857
Libya,LBY,2020-03-17,13.429
Libya,LBY,2020-03-18,11.571
Libya,LBY,2020-03-19,7.714
Libya,LBY,2020-03-20,1.857
Libya,LBY,2020-03-21,-3
Libya,LBY,2020-03-22,-8.286
Libya,LBY,2020-03-23,-13
Libya,LBY,2020-03-24,-16.286
Libya,LBY,2020-03-25,-21.571
Libya,LBY,2020-03-26,-25
Libya,LBY,2020-03-27,-27.143
Libya,LBY,2020-03-28,-28.714
Libya,LBY,2020-03-29,-30
Libya,LBY,2020-03-30,-31.714
Libya,LBY,2020-03-31,-33.714
Libya,LBY,2020-04-01,-32.857
Libya,LBY,2020-04-02,-32.714
Libya,LBY,2020-04-03,-32.857
Libya,LBY,2020-04-04,-33.286
Libya,LBY,2020-04-05,-32.571
Libya,LBY,2020-04-06,-31.714
Libya,LBY,2020-04-07,-31.286
Libya,LBY,2020-04-08,-31.857
Libya,LBY,2020-04-09,-31.571
Libya,LBY,2020-04-10,-31.714
Libya,LBY,2020-04-11,-31.286
Libya,LBY,2020-04-12,-31.571
Libya,LBY,2020-04-13,-31.571
Libya,LBY,2020-04-14,-31.429
Libya,LBY,2020-04-15,-30
Libya,LBY,2020-04-16,-28.143
Libya,LBY,2020-04-17,-27.571
Libya,LBY,2020-04-18,-27.714
Libya,LBY,2020-04-19,-27.857
Libya,LBY,2020-04-20,-27.571
Libya,LBY,2020-04-21,-27.143
Libya,LBY,2020-04-22,-26.571
Libya,LBY,2020-04-23,-26.857
Libya,LBY,2020-04-24,-26.286
Libya,LBY,2020-04-25,-25.286
Libya,LBY,2020-04-26,-24.143
Libya,LBY,2020-04-27,-22.429
Libya,LBY,2020-04-28,-20
Libya,LBY,2020-04-29,-18.286
Libya,LBY,2020-04-30,-17
Libya,LBY,2020-05-01,-14.857
Libya,LBY,2020-05-02,-13.143
Libya,LBY,2020-05-03,-11.286
Libya,LBY,2020-05-04,-10.429
Libya,LBY,2020-05-05,-10.286
Libya,LBY,2020-05-06,-9.429
Libya,LBY,2020-05-07,-8.429
Libya,LBY,2020-05-08,-6.714
Libya,LBY,2020-05-09,-5.143
Libya,LBY,2020-05-10,-3.857
Libya,LBY,2020-05-11,-2.429
Libya,LBY,2020-05-12,-0.571
Libya,LBY,2020-05-13,0.143
Libya,LBY,2020-05-14,-0.286
Libya,LBY,2020-05-15,2
Libya,LBY,2020-05-16,2.857
Libya,LBY,2020-05-17,3.857
Libya,LBY,2020-05-18,5.429
Libya,LBY,2020-05-19,7
Libya,LBY,2020-05-20,10.143
Libya,LBY,2020-05-21,14
Libya,LBY,2020-05-22,16.571
Libya,LBY,2020-05-23,18.857
Libya,LBY,2020-05-24,19.857
Libya,LBY,2020-05-25,18
Libya,LBY,2020-05-26,14.429
Libya,LBY,2020-05-27,11
Libya,LBY,2020-05-28,7.286
Libya,LBY,2020-05-29,3
Libya,LBY,2020-05-30,0
Libya,LBY,2020-05-31,-0.714
Libya,LBY,2020-06-01,0.571
Libya,LBY,2020-06-02,2.857
Libya,LBY,2020-06-03,3.714
Libya,LBY,2020-06-04,6.286
Libya,LBY,2020-06-05,7.571
Libya,LBY,2020-06-06,8.571
Libya,LBY,2020-06-07,8.714
Libya,LBY,2020-06-08,9
Libya,LBY,2020-06-09,9.286
Libya,LBY,2020-06-10,10
Libya,LBY,2020-06-11,10.143
Libya,LBY,2020-06-12,11.143
Libya,LBY,2020-06-13,12.143
Libya,LBY,2020-06-14,13.429
Libya,LBY,2020-06-15,14.286
Libya,LBY,2020-06-16,15.714
Libya,LBY,2020-06-17,16.857
Libya,LBY,2020-06-18,17
Libya,LBY,2020-06-19,15.429
Libya,LBY,2020-06-20,13.286
Libya,LBY,2020-06-21,13.429
Libya,LBY,2020-06-22,13.429
Libya,LBY,2020-06-23,13.429
Libya,LBY,2020-06-24,13.143
Libya,LBY,2020-06-25,13.429
Libya,LBY,2020-06-26,14.286
Libya,LBY,2020-06-27,15
Libya,LBY,2020-06-28,15.286
Libya,LBY,2020-06-29,16.143
Libya,LBY,2020-06-30,17.143
Libya,LBY,2020-07-01,18.429
Libya,LBY,2020-07-02,19.286
Libya,LBY,2020-07-03,20.286
Libya,LBY,2020-07-04,20.286
Libya,LBY,2020-07-05,21.429
Libya,LBY,2020-07-06,22.571
Libya,LBY,2020-07-07,23.286
Libya,LBY,2020-07-08,23.429
Libya,LBY,2020-07-09,24
Libya,LBY,2020-07-10,23.714
Libya,LBY,2020-07-11,24.714
Libya,LBY,2020-07-12,24.286
Libya,LBY,2020-07-13,24.571
Libya,LBY,2020-07-14,24.286
Libya,LBY,2020-07-15,24.714
Libya,LBY,2020-07-16,24.714
Libya,LBY,2020-07-17,25.857
Libya,LBY,2020-07-18,26.857
Libya,LBY,2020-07-19,28.143
Libya,LBY,2020-07-20,28.714
Libya,LBY,2020-07-21,30.143
Libya,LBY,2020-07-22,30.714
Libya,LBY,2020-07-23,32.429
Libya,LBY,2020-07-24,34
Libya,LBY,2020-07-25,36.143
Libya,LBY,2020-07-26,36.143
Libya,LBY,2020-07-27,36.714
Libya,LBY,2020-07-28,36.857
Libya,LBY,2020-07-29,38.143
Libya,LBY,2020-07-30,35
Libya,LBY,2020-07-31,30
Libya,LBY,2020-08-01,26.429
Libya,LBY,2020-08-02,22.571
Libya,LBY,2020-08-03,19.286
Libya,LBY,2020-08-04,15.143
Libya,LBY,2020-08-05,11.714
Libya,LBY,2020-08-06,13
Libya,LBY,2020-08-07,15.857
Libya,LBY,2020-08-08,17
Libya,LBY,2020-08-09,20.571
Libya,LBY,2020-08-10,23.857
Libya,LBY,2020-08-11,27.857
Libya,LBY,2020-08-12,30.571
Libya,LBY,2020-08-13,32.857
Libya,LBY,2020-08-14,34.286
Libya,LBY,2020-08-15,36
Libya,LBY,2020-08-16,37.714
Libya,LBY,2020-08-17,37.5
Libya,LBY,2020-08-18,37
Libya,LBY,2020-08-19,36.5
Libya,LBY,2020-08-20,35.333
Lithuania,LTU,2020-02-17,29.333
Lithuania,LTU,2020-02-18,25
Lithuania,LTU,2020-02-19,23.6
Lithuania,LTU,2020-02-20,22.5
Lithuania,LTU,2020-02-21,20.286
Lithuania,LTU,2020-02-22,12.429
Lithuania,LTU,2020-02-23,9.429
Lithuania,LTU,2020-02-24,9.857
Lithuania,LTU,2020-02-25,7.429
Lithuania,LTU,2020-02-26,7
Lithuania,LTU,2020-02-27,3
Lithuania,LTU,2020-02-28,2.286
Lithuania,LTU,2020-02-29,6
Lithuania,LTU,2020-03-01,9.143
Lithuania,LTU,2020-03-02,10
Lithuania,LTU,2020-03-03,12.857
Lithuania,LTU,2020-03-04,12
Lithuania,LTU,2020-03-05,16.286
Lithuania,LTU,2020-03-06,22.571
Lithuania,LTU,2020-03-07,23.429
Lithuania,LTU,2020-03-08,27.429
Lithuania,LTU,2020-03-09,28.286
Lithuania,LTU,2020-03-10,31.857
Lithuania,LTU,2020-03-11,36.857
Lithuania,LTU,2020-03-12,32.714
Lithuania,LTU,2020-03-13,27.286
Lithuania,LTU,2020-03-14,22.143
Lithuania,LTU,2020-03-15,21.143
Lithuania,LTU,2020-03-16,17.571
Lithuania,LTU,2020-03-17,18.714
Lithuania,LTU,2020-03-18,18.286
Lithuania,LTU,2020-03-19,24
Lithuania,LTU,2020-03-20,26.429
Lithuania,LTU,2020-03-21,28.571
Lithuania,LTU,2020-03-22,22.286
Lithuania,LTU,2020-03-23,25.143
Lithuania,LTU,2020-03-24,22.286
Lithuania,LTU,2020-03-25,21.714
Lithuania,LTU,2020-03-26,22.571
Lithuania,LTU,2020-03-27,25.143
Lithuania,LTU,2020-03-28,34
Lithuania,LTU,2020-03-29,29
Lithuania,LTU,2020-03-30,25.857
Lithuania,LTU,2020-03-31,22.857
Lithuania,LTU,2020-04-01,14.857
Lithuania,LTU,2020-04-02,6.857
Lithuania,LTU,2020-04-03,-0.857
Lithuania,LTU,2020-04-04,-9.286
Lithuania,LTU,2020-04-05,3.714
Lithuania,LTU,2020-04-06,13.857
Lithuania,LTU,2020-04-07,25.286
Lithuania,LTU,2020-04-08,38.714
Lithuania,LTU,2020-04-09,44
Lithuania,LTU,2020-04-10,48.714
Lithuania,LTU,2020-04-11,46.429
Lithuania,LTU,2020-04-12,35.714
Lithuania,LTU,2020-04-13,25.429
Lithuania,LTU,2020-04-14,12.429
Lithuania,LTU,2020-04-15,1.429
Lithuania,LTU,2020-04-16,-0.714
Lithuania,LTU,2020-04-17,-0.857
Lithuania,LTU,2020-04-18,4.143
Lithuania,LTU,2020-04-19,10.143
Lithuania,LTU,2020-04-20,15.429
Lithuania,LTU,2020-04-21,26
Lithuania,LTU,2020-04-22,39
Lithuania,LTU,2020-04-23,48.571
Lithuania,LTU,2020-04-24,55.143
Lithuania,LTU,2020-04-25,58.571
Lithuania,LTU,2020-04-26,62.286
Lithuania,LTU,2020-04-27,67.429
Lithuania,LTU,2020-04-28,66.571
Lithuania,LTU,2020-04-29,61.286
Lithuania,LTU,2020-04-30,63.429
Lithuania,LTU,2020-05-01,73.286
Lithuania,LTU,2020-05-02,71.714
Lithuania,LTU,2020-05-03,75.143
Lithuania,LTU,2020-05-04,76
Lithuania,LTU,2020-05-05,78.143
Lithuania,LTU,2020-05-06,77.714
Lithuania,LTU,2020-05-07,74.429
Lithuania,LTU,2020-05-08,68.143
Lithuania,LTU,2020-05-09,78.714
Lithuania,LTU,2020-05-10,90.714
Lithuania,LTU,2020-05-11,81.714
Lithuania,LTU,2020-05-12,73.714
Lithuania,LTU,2020-05-13,69.286
Lithuania,LTU,2020-05-14,67.857
Lithuania,LTU,2020-05-15,64
Lithuania,LTU,2020-05-16,52.857
Lithuania,LTU,2020-05-17,33.714
Lithuania,LTU,2020-05-18,38.714
Lithuania,LTU,2020-05-19,41.286
Lithuania,LTU,2020-05-20,50.143
Lithuania,LTU,2020-05-21,47.714
Lithuania,LTU,2020-05-22,51.143
Lithuania,LTU,2020-05-23,67.286
Lithuania,LTU,2020-05-24,68.571
Lithuania,LTU,2020-05-25,74.571
Lithuania,LTU,2020-05-26,84.571
Lithuania,LTU,2020-05-27,91.143
Lithuania,LTU,2020-05-28,98
Lithuania,LTU,2020-05-29,99.286
Lithuania,LTU,2020-05-30,91.143
Lithuania,LTU,2020-05-31,107.429
Lithuania,LTU,2020-06-01,106.714
Lithuania,LTU,2020-06-02,103.571
Lithuania,LTU,2020-06-03,96.857
Lithuania,LTU,2020-06-04,98.429
Lithuania,LTU,2020-06-05,100.857
Lithuania,LTU,2020-06-06,106.429
Lithuania,LTU,2020-06-07,103.571
Lithuania,LTU,2020-06-08,102.286
Lithuania,LTU,2020-06-09,103.143
Lithuania,LTU,2020-06-10,110.143
Lithuania,LTU,2020-06-11,114.571
Lithuania,LTU,2020-06-12,120.857
Lithuania,LTU,2020-06-13,124.857
Lithuania,LTU,2020-06-14,121.143
Lithuania,LTU,2020-06-15,126.714
Lithuania,LTU,2020-06-16,135.286
Lithuania,LTU,2020-06-17,142.286
Lithuania,LTU,2020-06-18,144.857
Lithuania,LTU,2020-06-19,146.857
Lithuania,LTU,2020-06-20,147.429
Lithuania,LTU,2020-06-21,156.714
Lithuania,LTU,2020-06-22,163.714
Lithuania,LTU,2020-06-23,176.714
Lithuania,LTU,2020-06-24,198.571
Lithuania,LTU,2020-06-25,204.857
Lithuania,LTU,2020-06-26,210.714
Lithuania,LTU,2020-06-27,212.429
Lithuania,LTU,2020-06-28,215.429
Lithuania,LTU,2020-06-29,210.286
Lithuania,LTU,2020-06-30,191.429
Lithuania,LTU,2020-07-01,163.143
Lithuania,LTU,2020-07-02,154.429
Lithuania,LTU,2020-07-03,145.571
Lithuania,LTU,2020-07-04,150.857
Lithuania,LTU,2020-07-05,154.429
Lithuania,LTU,2020-07-06,175.714
Lithuania,LTU,2020-07-07,178
Lithuania,LTU,2020-07-08,176.571
Lithuania,LTU,2020-07-09,177.571
Lithuania,LTU,2020-07-10,173.571
Lithuania,LTU,2020-07-11,163.429
Lithuania,LTU,2020-07-12,156.429
Lithuania,LTU,2020-07-13,139.571
Lithuania,LTU,2020-07-14,148.143
Lithuania,LTU,2020-07-15,162.714
Lithuania,LTU,2020-07-16,171.714
Lithuania,LTU,2020-07-17,187.143
Lithuania,LTU,2020-07-18,203
Lithuania,LTU,2020-07-19,214.714
Lithuania,LTU,2020-07-20,223.857
Lithuania,LTU,2020-07-21,219.714
Lithuania,LTU,2020-07-22,205.857
Lithuania,LTU,2020-07-23,196.286
Lithuania,LTU,2020-07-24,185.286
Lithuania,LTU,2020-07-25,180
Lithuania,LTU,2020-07-26,181.143
Lithuania,LTU,2020-07-27,177.857
Lithuania,LTU,2020-07-28,184.286
Lithuania,LTU,2020-07-29,192.286
Lithuania,LTU,2020-07-30,190.429
Lithuania,LTU,2020-07-31,186.571
Lithuania,LTU,2020-08-01,184.143
Lithuania,LTU,2020-08-02,182.429
Lithuania,LTU,2020-08-03,179.429
Lithuania,LTU,2020-08-04,168.143
Lithuania,LTU,2020-08-05,173.571
Lithuania,LTU,2020-08-06,189.429
Lithuania,LTU,2020-08-07,208.571
Lithuania,LTU,2020-08-08,218
Lithuania,LTU,2020-08-09,218.714
Lithuania,LTU,2020-08-10,226
Lithuania,LTU,2020-08-11,239.143
Lithuania,LTU,2020-08-12,238.429
Lithuania,LTU,2020-08-13,234
Lithuania,LTU,2020-08-14,228.857
Lithuania,LTU,2020-08-15,227.143
Lithuania,LTU,2020-08-16,228
Lithuania,LTU,2020-08-17,226.833
Lithuania,LTU,2020-08-18,228.4
Lithuania,LTU,2020-08-19,231.5
Lithuania,LTU,2020-08-20,243.667
Luxembourg,LUX,2020-02-17,19
Luxembourg,LUX,2020-02-18,14.5
Luxembourg,LUX,2020-02-19,10.8
Luxembourg,LUX,2020-02-20,7.833
Luxembourg,LUX,2020-02-21,8.286
Luxembourg,LUX,2020-02-22,7.143
Luxembourg,LUX,2020-02-23,2.714
Luxembourg,LUX,2020-02-24,4.571
Luxembourg,LUX,2020-02-25,6.429
Luxembourg,LUX,2020-02-26,6.571
Luxembourg,LUX,2020-02-27,8.143
Luxembourg,LUX,2020-02-28,9
Luxembourg,LUX,2020-02-29,5.143
Luxembourg,LUX,2020-03-01,6.429
Luxembourg,LUX,2020-03-02,4.714
Luxembourg,LUX,2020-03-03,3.571
Luxembourg,LUX,2020-03-04,3.714
Luxembourg,LUX,2020-03-05,2.143
Luxembourg,LUX,2020-03-06,0.143
Luxembourg,LUX,2020-03-07,5.714
Luxembourg,LUX,2020-03-08,7.286
Luxembourg,LUX,2020-03-09,8.571
Luxembourg,LUX,2020-03-10,7.143
Luxembourg,LUX,2020-03-11,6.714
Luxembourg,LUX,2020-03-12,8
Luxembourg,LUX,2020-03-13,8
Luxembourg,LUX,2020-03-14,2.143
Luxembourg,LUX,2020-03-15,8.429
Luxembourg,LUX,2020-03-16,9
Luxembourg,LUX,2020-03-17,8.714
Luxembourg,LUX,2020-03-18,4.429
Luxembourg,LUX,2020-03-19,-1
Luxembourg,LUX,2020-03-20,-7.143
Luxembourg,LUX,2020-03-21,-17.571
Luxembourg,LUX,2020-03-22,-29.714
Luxembourg,LUX,2020-03-23,-38.429
Luxembourg,LUX,2020-03-24,-43.714
Luxembourg,LUX,2020-03-25,-45.857
Luxembourg,LUX,2020-03-26,-47.286
Luxembourg,LUX,2020-03-27,-47.143
Luxembourg,LUX,2020-03-28,-41.143
Luxembourg,LUX,2020-03-29,-45.714
Luxembourg,LUX,2020-03-30,-45.143
Luxembourg,LUX,2020-03-31,-45.286
Luxembourg,LUX,2020-04-01,-44.143
Luxembourg,LUX,2020-04-02,-43.143
Luxembourg,LUX,2020-04-03,-45.571
Luxembourg,LUX,2020-04-04,-46
Luxembourg,LUX,2020-04-05,-37.571
Luxembourg,LUX,2020-04-06,-35.714
Luxembourg,LUX,2020-04-07,-33.286
Luxembourg,LUX,2020-04-08,-31.857
Luxembourg,LUX,2020-04-09,-31.286
Luxembourg,LUX,2020-04-10,-27
Luxembourg,LUX,2020-04-11,-25.429
Luxembourg,LUX,2020-04-12,-27.429
Luxembourg,LUX,2020-04-13,-28.857
Luxembourg,LUX,2020-04-14,-29.857
Luxembourg,LUX,2020-04-15,-30.143
Luxembourg,LUX,2020-04-16,-28.857
Luxembourg,LUX,2020-04-17,-28.143
Luxembourg,LUX,2020-04-18,-29
Luxembourg,LUX,2020-04-19,-28
Luxembourg,LUX,2020-04-20,-25.571
Luxembourg,LUX,2020-04-21,-23.571
Luxembourg,LUX,2020-04-22,-22.143
Luxembourg,LUX,2020-04-23,-20.571
Luxembourg,LUX,2020-04-24,-20
Luxembourg,LUX,2020-04-25,-17
Luxembourg,LUX,2020-04-26,-12.143
Luxembourg,LUX,2020-04-27,-9.143
Luxembourg,LUX,2020-04-28,-11.143
Luxembourg,LUX,2020-04-29,-12.571
Luxembourg,LUX,2020-04-30,-16.571
Luxembourg,LUX,2020-05-01,-21.571
Luxembourg,LUX,2020-05-02,-25.714
Luxembourg,LUX,2020-05-03,-28.571
Luxembourg,LUX,2020-05-04,-31
Luxembourg,LUX,2020-05-05,-27.429
Luxembourg,LUX,2020-05-06,-23.571
Luxembourg,LUX,2020-05-07,-17.714
Luxembourg,LUX,2020-05-08,-10.286
Luxembourg,LUX,2020-05-09,-7.571
Luxembourg,LUX,2020-05-10,-10.714
Luxembourg,LUX,2020-05-11,-11.714
Luxembourg,LUX,2020-05-12,-9.429
Luxembourg,LUX,2020-05-13,-9.429
Luxembourg,LUX,2020-05-14,-9.857
Luxembourg,LUX,2020-05-15,-7.143
Luxembourg,LUX,2020-05-16,1.143
Luxembourg,LUX,2020-05-17,14.571
Luxembourg,LUX,2020-05-18,21.429
Luxembourg,LUX,2020-05-19,25.429
Luxembourg,LUX,2020-05-20,30
Luxembourg,LUX,2020-05-21,44.286
Luxembourg,LUX,2020-05-22,46.429
Luxembourg,LUX,2020-05-23,38.286
Luxembourg,LUX,2020-05-24,33.429
Luxembourg,LUX,2020-05-25,33
Luxembourg,LUX,2020-05-26,33.429
Luxembourg,LUX,2020-05-27,33.857
Luxembourg,LUX,2020-05-28,25.857
Luxembourg,LUX,2020-05-29,30.714
Luxembourg,LUX,2020-05-30,45.143
Luxembourg,LUX,2020-05-31,60.143
Luxembourg,LUX,2020-06-01,76.714
Luxembourg,LUX,2020-06-02,79.714
Luxembourg,LUX,2020-06-03,78.571
Luxembourg,LUX,2020-06-04,71.857
Luxembourg,LUX,2020-06-05,61.143
Luxembourg,LUX,2020-06-06,50.429
Luxembourg,LUX,2020-06-07,36.857
Luxembourg,LUX,2020-06-08,20.714
Luxembourg,LUX,2020-06-09,14.286
Luxembourg,LUX,2020-06-10,13.143
Luxembourg,LUX,2020-06-11,24.286
Luxembourg,LUX,2020-06-12,35
Luxembourg,LUX,2020-06-13,43.714
Luxembourg,LUX,2020-06-14,45.429
Luxembourg,LUX,2020-06-15,49.571
Luxembourg,LUX,2020-06-16,55.857
Luxembourg,LUX,2020-06-17,53.429
Luxembourg,LUX,2020-06-18,51.143
Luxembourg,LUX,2020-06-19,52.571
Luxembourg,LUX,2020-06-20,55.429
Luxembourg,LUX,2020-06-21,66.286
Luxembourg,LUX,2020-06-22,71.571
Luxembourg,LUX,2020-06-23,78.857
Luxembourg,LUX,2020-06-24,88
Luxembourg,LUX,2020-06-25,91.429
Luxembourg,LUX,2020-06-26,89.286
Luxembourg,LUX,2020-06-27,88
Luxembourg,LUX,2020-06-28,80.429
Luxembourg,LUX,2020-06-29,75.286
Luxembourg,LUX,2020-06-30,67
Luxembourg,LUX,2020-07-01,64.286
Luxembourg,LUX,2020-07-02,60.143
Luxembourg,LUX,2020-07-03,64.429
Luxembourg,LUX,2020-07-04,67.714
Luxembourg,LUX,2020-07-05,68.714
Luxembourg,LUX,2020-07-06,71.429
Luxembourg,LUX,2020-07-07,77.143
Luxembourg,LUX,2020-07-08,78.857
Luxembourg,LUX,2020-07-09,85.286
Luxembourg,LUX,2020-07-10,84
Luxembourg,LUX,2020-07-11,90.286
Luxembourg,LUX,2020-07-12,105
Luxembourg,LUX,2020-07-13,113.143
Luxembourg,LUX,2020-07-14,115.571
Luxembourg,LUX,2020-07-15,117.857
Luxembourg,LUX,2020-07-16,113
Luxembourg,LUX,2020-07-17,117.429
Luxembourg,LUX,2020-07-18,119.571
Luxembourg,LUX,2020-07-19,121.143
Luxembourg,LUX,2020-07-20,126
Luxembourg,LUX,2020-07-21,134.714
Luxembourg,LUX,2020-07-22,142.571
Luxembourg,LUX,2020-07-23,154.429
Luxembourg,LUX,2020-07-24,158
Luxembourg,LUX,2020-07-25,157.286
Luxembourg,LUX,2020-07-26,153
Luxembourg,LUX,2020-07-27,153
Luxembourg,LUX,2020-07-28,150.571
Luxembourg,LUX,2020-07-29,151.857
Luxembourg,LUX,2020-07-30,152
Luxembourg,LUX,2020-07-31,150.857
Luxembourg,LUX,2020-08-01,147.714
Luxembourg,LUX,2020-08-02,150.143
Luxembourg,LUX,2020-08-03,145.143
Luxembourg,LUX,2020-08-04,145.286
Luxembourg,LUX,2020-08-05,144.143
Luxembourg,LUX,2020-08-06,142.429
Luxembourg,LUX,2020-08-07,142.429
Luxembourg,LUX,2020-08-08,142.286
Luxembourg,LUX,2020-08-09,134.857
Luxembourg,LUX,2020-08-10,133.429
Luxembourg,LUX,2020-08-11,128
Luxembourg,LUX,2020-08-12,122
Luxembourg,LUX,2020-08-13,118.143
Luxembourg,LUX,2020-08-14,114.286
Luxembourg,LUX,2020-08-15,114.429
Luxembourg,LUX,2020-08-16,114.143
Luxembourg,LUX,2020-08-17,113.833
Luxembourg,LUX,2020-08-18,113.6
Luxembourg,LUX,2020-08-19,121.5
Luxembourg,LUX,2020-08-20,127
Macedonia,MKD,2020-02-17,18.333
Macedonia,MKD,2020-02-18,19
Macedonia,MKD,2020-02-19,18
Macedonia,MKD,2020-02-20,13.833
Macedonia,MKD,2020-02-21,12.286
Macedonia,MKD,2020-02-22,10.857
Macedonia,MKD,2020-02-23,10
Macedonia,MKD,2020-02-24,8
Macedonia,MKD,2020-02-25,7.857
Macedonia,MKD,2020-02-26,8.286
Macedonia,MKD,2020-02-27,8.429
Macedonia,MKD,2020-02-28,5.143
Macedonia,MKD,2020-02-29,7.429
Macedonia,MKD,2020-03-01,8.286
Macedonia,MKD,2020-03-02,9.857
Macedonia,MKD,2020-03-03,8
Macedonia,MKD,2020-03-04,4.571
Macedonia,MKD,2020-03-05,7.857
Macedonia,MKD,2020-03-06,10.714
Macedonia,MKD,2020-03-07,7.143
Macedonia,MKD,2020-03-08,3
Macedonia,MKD,2020-03-09,-0.143
Macedonia,MKD,2020-03-10,-1.143
Macedonia,MKD,2020-03-11,1.571
Macedonia,MKD,2020-03-12,2.143
Macedonia,MKD,2020-03-13,3.286
Macedonia,MKD,2020-03-14,5.143
Macedonia,MKD,2020-03-15,-1.857
Macedonia,MKD,2020-03-16,-3.143
Macedonia,MKD,2020-03-17,-3.714
Macedonia,MKD,2020-03-18,-6.857
Macedonia,MKD,2020-03-19,-11.571
Macedonia,MKD,2020-03-20,-16
Macedonia,MKD,2020-03-21,-19
Macedonia,MKD,2020-03-22,-18.143
Macedonia,MKD,2020-03-23,-24.286
Macedonia,MKD,2020-03-24,-30.571
Macedonia,MKD,2020-03-25,-35.714
Macedonia,MKD,2020-03-26,-40.714
Macedonia,MKD,2020-03-27,-44.714
Macedonia,MKD,2020-03-28,-50.143
Macedonia,MKD,2020-03-29,-50
Macedonia,MKD,2020-03-30,-45
Macedonia,MKD,2020-03-31,-42.571
Macedonia,MKD,2020-04-01,-42.857
Macedonia,MKD,2020-04-02,-40.714
Macedonia,MKD,2020-04-03,-38.571
Macedonia,MKD,2020-04-04,-39
Macedonia,MKD,2020-04-05,-42
Macedonia,MKD,2020-04-06,-42.143
Macedonia,MKD,2020-04-07,-37.571
Macedonia,MKD,2020-04-08,-34.429
Macedonia,MKD,2020-04-09,-33.143
Macedonia,MKD,2020-04-10,-31.429
Macedonia,MKD,2020-04-11,-33.571
Macedonia,MKD,2020-04-12,-35.429
Macedonia,MKD,2020-04-13,-33.857
Macedonia,MKD,2020-04-14,-38
Macedonia,MKD,2020-04-15,-38
Macedonia,MKD,2020-04-16,-35.429
Macedonia,MKD,2020-04-17,-32.714
Macedonia,MKD,2020-04-18,-32.429
Macedonia,MKD,2020-04-19,-32.143
Macedonia,MKD,2020-04-20,-41.571
Macedonia,MKD,2020-04-21,-43.143
Macedonia,MKD,2020-04-22,-44.857
Macedonia,MKD,2020-04-23,-43.857
Macedonia,MKD,2020-04-24,-43.429
Macedonia,MKD,2020-04-25,-35.143
Macedonia,MKD,2020-04-26,-35.143
Macedonia,MKD,2020-04-27,-22.714
Macedonia,MKD,2020-04-28,-15.143
Macedonia,MKD,2020-04-29,-9
Macedonia,MKD,2020-04-30,-7
Macedonia,MKD,2020-05-01,-9.571
Macedonia,MKD,2020-05-02,-13.571
Macedonia,MKD,2020-05-03,-6.429
Macedonia,MKD,2020-05-04,-6.429
Macedonia,MKD,2020-05-05,-4.429
Macedonia,MKD,2020-05-06,-7.857
Macedonia,MKD,2020-05-07,-9
Macedonia,MKD,2020-05-08,-4.286
Macedonia,MKD,2020-05-09,6
Macedonia,MKD,2020-05-10,13.429
Macedonia,MKD,2020-05-11,14.714
Macedonia,MKD,2020-05-12,14.429
Macedonia,MKD,2020-05-13,21.286
Macedonia,MKD,2020-05-14,22.571
Macedonia,MKD,2020-05-15,21.143
Macedonia,MKD,2020-05-16,20.714
Macedonia,MKD,2020-05-17,20.571
Macedonia,MKD,2020-05-18,20.429
Macedonia,MKD,2020-05-19,19.571
Macedonia,MKD,2020-05-20,18.143
Macedonia,MKD,2020-05-21,13.286
Macedonia,MKD,2020-05-22,15
Macedonia,MKD,2020-05-23,15.143
Macedonia,MKD,2020-05-24,6.857
Macedonia,MKD,2020-05-25,-4.857
Macedonia,MKD,2020-05-26,-7.429
Macedonia,MKD,2020-05-27,-3.714
Macedonia,MKD,2020-05-28,2.143
Macedonia,MKD,2020-05-29,3.143
Macedonia,MKD,2020-05-30,4.143
Macedonia,MKD,2020-05-31,11.143
Macedonia,MKD,2020-06-01,24.429
Macedonia,MKD,2020-06-02,26.571
Macedonia,MKD,2020-06-03,27.714
Macedonia,MKD,2020-06-04,30.857
Macedonia,MKD,2020-06-05,22.714
Macedonia,MKD,2020-06-06,12.286
Macedonia,MKD,2020-06-07,6.143
Macedonia,MKD,2020-06-08,9.571
Macedonia,MKD,2020-06-09,12.714
Macedonia,MKD,2020-06-10,10.143
Macedonia,MKD,2020-06-11,7
Macedonia,MKD,2020-06-12,16.714
Macedonia,MKD,2020-06-13,29.429
Macedonia,MKD,2020-06-14,40.143
Macedonia,MKD,2020-06-15,39.571
Macedonia,MKD,2020-06-16,39.286
Macedonia,MKD,2020-06-17,39.714
Macedonia,MKD,2020-06-18,44.429
Macedonia,MKD,2020-06-19,45.571
