Entity,Code,Date,Retail & Recreation
Afghanistan,AFG,2020-02-17,0
Afghanistan,AFG,2020-02-18,0.75
Afghanistan,AFG,2020-02-19,0.4
Afghanistan,AFG,2020-02-20,0
Afghanistan,AFG,2020-02-21,0
Afghanistan,AFG,2020-02-22,1.571
Afghanistan,AFG,2020-02-23,1.429
Afghanistan,AFG,2020-02-24,1
Afghanistan,AFG,2020-02-25,0.857
Afghanistan,AFG,2020-02-26,0.857
Afghanistan,AFG,2020-02-27,1
Afghanistan,AFG,2020-02-28,0.714
Afghanistan,AFG,2020-02-29,0.286
Afghanistan,AFG,2020-03-01,0.429
Afghanistan,AFG,2020-03-02,0.714
Afghanistan,AFG,2020-03-03,0.857
Afghanistan,AFG,2020-03-04,0.714
Afghanistan,AFG,2020-03-05,1.286
Afghanistan,AFG,2020-03-06,2
Afghanistan,AFG,2020-03-07,2.143
Afghanistan,AFG,2020-03-08,2.429
Afghanistan,AFG,2020-03-09,-0.429
Afghanistan,AFG,2020-03-10,-0.857
Afghanistan,AFG,2020-03-11,-0.286
Afghanistan,AFG,2020-03-12,-0.571
Afghanistan,AFG,2020-03-13,-0.571
Afghanistan,AFG,2020-03-14,0.286
Afghanistan,AFG,2020-03-15,-0.286
Afghanistan,AFG,2020-03-16,2
Afghanistan,AFG,2020-03-17,2
Afghanistan,AFG,2020-03-18,1.714
Afghanistan,AFG,2020-03-19,1.143
Afghanistan,AFG,2020-03-20,-1.429
Afghanistan,AFG,2020-03-21,-5.571
Afghanistan,AFG,2020-03-22,-7.429
Afghanistan,AFG,2020-03-23,-9.143
Afghanistan,AFG,2020-03-24,-11.286
Afghanistan,AFG,2020-03-25,-13.857
Afghanistan,AFG,2020-03-26,-16
Afghanistan,AFG,2020-03-27,-16.714
Afghanistan,AFG,2020-03-28,-18.571
Afghanistan,AFG,2020-03-29,-22.286
Afghanistan,AFG,2020-03-30,-26.571
Afghanistan,AFG,2020-03-31,-30.571
Afghanistan,AFG,2020-04-01,-34.286
Afghanistan,AFG,2020-04-02,-38
Afghanistan,AFG,2020-04-03,-40.571
Afghanistan,AFG,2020-04-04,-41.571
Afghanistan,AFG,2020-04-05,-42.571
Afghanistan,AFG,2020-04-06,-43.143
Afghanistan,AFG,2020-04-07,-42.857
Afghanistan,AFG,2020-04-08,-43.286
Afghanistan,AFG,2020-04-09,-44
Afghanistan,AFG,2020-04-10,-44.429
Afghanistan,AFG,2020-04-11,-44.857
Afghanistan,AFG,2020-04-12,-45.286
Afghanistan,AFG,2020-04-13,-45.429
Afghanistan,AFG,2020-04-14,-46.429
Afghanistan,AFG,2020-04-15,-45.714
Afghanistan,AFG,2020-04-16,-45.286
Afghanistan,AFG,2020-04-17,-45.286
Afghanistan,AFG,2020-04-18,-44.857
Afghanistan,AFG,2020-04-19,-44.143
Afghanistan,AFG,2020-04-20,-43.571
Afghanistan,AFG,2020-04-21,-42.571
Afghanistan,AFG,2020-04-22,-42.571
Afghanistan,AFG,2020-04-23,-42.143
Afghanistan,AFG,2020-04-24,-42.714
Afghanistan,AFG,2020-04-25,-43.429
Afghanistan,AFG,2020-04-26,-44
Afghanistan,AFG,2020-04-27,-45
Afghanistan,AFG,2020-04-28,-45.571
Afghanistan,AFG,2020-04-29,-45.571
Afghanistan,AFG,2020-04-30,-46.143
Afghanistan,AFG,2020-05-01,-46.143
Afghanistan,AFG,2020-05-02,-46
Afghanistan,AFG,2020-05-03,-46.286
Afghanistan,AFG,2020-05-04,-45.714
Afghanistan,AFG,2020-05-05,-45.714
Afghanistan,AFG,2020-05-06,-46
Afghanistan,AFG,2020-05-07,-45.571
Afghanistan,AFG,2020-05-08,-44.714
Afghanistan,AFG,2020-05-09,-43.714
Afghanistan,AFG,2020-05-10,-42.429
Afghanistan,AFG,2020-05-11,-41.429
Afghanistan,AFG,2020-05-12,-40.429
Afghanistan,AFG,2020-05-13,-39.571
Afghanistan,AFG,2020-05-14,-38.571
Afghanistan,AFG,2020-05-15,-37
Afghanistan,AFG,2020-05-16,-35.286
Afghanistan,AFG,2020-05-17,-34.143
Afghanistan,AFG,2020-05-18,-32.857
Afghanistan,AFG,2020-07-03,-29.429
Afghanistan,AFG,2020-07-04,-25.429
Afghanistan,AFG,2020-07-05,-21.429
Afghanistan,AFG,2020-07-06,-18.429
Afghanistan,AFG,2020-07-07,-15.143
Afghanistan,AFG,2020-07-08,-11.857
Afghanistan,AFG,2020-07-09,-9
Afghanistan,AFG,2020-07-10,-8
Afghanistan,AFG,2020-07-11,-7.286
Afghanistan,AFG,2020-07-12,-6.714
Afghanistan,AFG,2020-07-13,-6.286
Afghanistan,AFG,2020-07-14,-6.429
Afghanistan,AFG,2020-07-15,-6
Afghanistan,AFG,2020-07-16,-5.714
Afghanistan,AFG,2020-07-17,-5.429
Afghanistan,AFG,2020-07-18,-5.286
Afghanistan,AFG,2020-07-19,-5.143
Afghanistan,AFG,2020-07-20,-4.714
Afghanistan,AFG,2020-07-21,-4.571
Afghanistan,AFG,2020-07-22,-4.286
Afghanistan,AFG,2020-07-23,-4.286
Afghanistan,AFG,2020-07-24,-4
Afghanistan,AFG,2020-07-25,-4.286
Afghanistan,AFG,2020-07-26,-4.429
Afghanistan,AFG,2020-07-27,-4.714
Afghanistan,AFG,2020-07-28,-4.143
Afghanistan,AFG,2020-07-29,-3.286
Afghanistan,AFG,2020-07-30,-3
Afghanistan,AFG,2020-07-31,-6.286
Afghanistan,AFG,2020-08-01,-10.143
Afghanistan,AFG,2020-08-02,-13.857
Afghanistan,AFG,2020-08-03,-16
Afghanistan,AFG,2020-08-04,-17.429
Afghanistan,AFG,2020-08-05,-19
Afghanistan,AFG,2020-08-06,-19.571
Afghanistan,AFG,2020-08-07,-16.714
Afghanistan,AFG,2020-08-08,-13.714
Afghanistan,AFG,2020-08-09,-10.714
Afghanistan,AFG,2020-08-10,-7.143
Afghanistan,AFG,2020-08-11,-5.286
Afghanistan,AFG,2020-08-12,-3.429
Afghanistan,AFG,2020-08-13,-2
Afghanistan,AFG,2020-08-14,-0.714
Afghanistan,AFG,2020-08-15,1.571
Afghanistan,AFG,2020-08-16,3.857
Afghanistan,AFG,2020-08-17,3.333
Afghanistan,AFG,2020-08-18,3.6
Afghanistan,AFG,2020-08-19,3.5
Afghanistan,AFG,2020-08-20,4.333
Angola,AGO,2020-02-17,-2.333
Angola,AGO,2020-02-18,-2.5
Angola,AGO,2020-02-19,-4
Angola,AGO,2020-02-20,-4
Angola,AGO,2020-02-21,-3.714
Angola,AGO,2020-02-22,-4.143
Angola,AGO,2020-02-23,-3.714
Angola,AGO,2020-02-24,-4.143
Angola,AGO,2020-02-25,-6.143
Angola,AGO,2020-02-26,-5.143
Angola,AGO,2020-02-27,-4.286
Angola,AGO,2020-02-28,-3.143
Angola,AGO,2020-02-29,-2.143
Angola,AGO,2020-03-01,-1.286
Angola,AGO,2020-03-02,0.857
Angola,AGO,2020-03-03,3.857
Angola,AGO,2020-03-04,5.286
Angola,AGO,2020-03-05,5.714
Angola,AGO,2020-03-06,5.714
Angola,AGO,2020-03-07,5.714
Angola,AGO,2020-03-08,5.714
Angola,AGO,2020-03-09,4.857
Angola,AGO,2020-03-10,4.429
Angola,AGO,2020-03-11,3.571
Angola,AGO,2020-03-12,3
Angola,AGO,2020-03-13,2.429
Angola,AGO,2020-03-14,1.714
Angola,AGO,2020-03-15,0.286
Angola,AGO,2020-03-16,-0.286
Angola,AGO,2020-03-17,-1.286
Angola,AGO,2020-03-18,-2
Angola,AGO,2020-03-19,-2.714
Angola,AGO,2020-03-20,-3.714
Angola,AGO,2020-03-21,-5.429
Angola,AGO,2020-03-22,-9.429
Angola,AGO,2020-03-23,-15
Angola,AGO,2020-03-24,-17.857
Angola,AGO,2020-03-25,-20.429
Angola,AGO,2020-03-26,-21.286
Angola,AGO,2020-03-27,-27.429
Angola,AGO,2020-03-28,-33.286
Angola,AGO,2020-03-29,-37.286
Angola,AGO,2020-03-30,-39
Angola,AGO,2020-03-31,-43.143
Angola,AGO,2020-04-01,-47.857
Angola,AGO,2020-04-02,-54.286
Angola,AGO,2020-04-03,-55.714
Angola,AGO,2020-04-04,-56.714
Angola,AGO,2020-04-05,-56.857
Angola,AGO,2020-04-06,-56.429
Angola,AGO,2020-04-07,-56.143
Angola,AGO,2020-04-08,-56
Angola,AGO,2020-04-09,-55.429
Angola,AGO,2020-04-10,-55.714
Angola,AGO,2020-04-11,-55
Angola,AGO,2020-04-12,-54.714
Angola,AGO,2020-04-13,-55.143
Angola,AGO,2020-04-14,-55
Angola,AGO,2020-04-15,-55
Angola,AGO,2020-04-16,-55.143
Angola,AGO,2020-04-17,-54.571
Angola,AGO,2020-04-18,-55.571
Angola,AGO,2020-04-19,-56
Angola,AGO,2020-04-20,-56
Angola,AGO,2020-04-21,-56.143
Angola,AGO,2020-04-22,-56.286
Angola,AGO,2020-04-23,-56.143
Angola,AGO,2020-04-24,-56
Angola,AGO,2020-04-25,-54.143
Angola,AGO,2020-04-26,-52.429
Angola,AGO,2020-04-27,-49.857
Angola,AGO,2020-04-28,-46.857
Angola,AGO,2020-04-29,-43.429
Angola,AGO,2020-04-30,-40.143
Angola,AGO,2020-05-01,-39.571
Angola,AGO,2020-05-02,-38
Angola,AGO,2020-05-03,-38.286
Angola,AGO,2020-05-04,-38.286
Angola,AGO,2020-05-05,-38.429
Angola,AGO,2020-05-06,-38.857
Angola,AGO,2020-05-07,-39.571
Angola,AGO,2020-05-08,-37.857
Angola,AGO,2020-05-09,-37.714
Angola,AGO,2020-05-10,-37.571
Angola,AGO,2020-05-11,-37.429
Angola,AGO,2020-05-12,-37.429
Angola,AGO,2020-05-13,-37.429
Angola,AGO,2020-05-14,-37.429
Angola,AGO,2020-05-15,-37.286
Angola,AGO,2020-05-16,-37.286
Angola,AGO,2020-05-17,-37.143
Angola,AGO,2020-05-18,-37
Angola,AGO,2020-05-19,-37.143
Angola,AGO,2020-05-20,-37.429
Angola,AGO,2020-05-21,-37.571
Angola,AGO,2020-05-22,-37.429
Angola,AGO,2020-05-23,-36.857
Angola,AGO,2020-05-24,-36
Angola,AGO,2020-05-25,-35.143
Angola,AGO,2020-05-26,-33.571
Angola,AGO,2020-05-27,-31.143
Angola,AGO,2020-05-28,-28.714
Angola,AGO,2020-05-29,-26
Angola,AGO,2020-05-30,-24
Angola,AGO,2020-05-31,-22
Angola,AGO,2020-06-01,-19.429
Angola,AGO,2020-06-02,-18.286
Angola,AGO,2020-06-03,-17.714
Angola,AGO,2020-06-04,-17.571
Angola,AGO,2020-06-05,-17.714
Angola,AGO,2020-06-06,-17.714
Angola,AGO,2020-06-07,-17.857
Angola,AGO,2020-06-08,-18.429
Angola,AGO,2020-06-09,-18.571
Angola,AGO,2020-06-10,-18.429
Angola,AGO,2020-06-11,-18.429
Angola,AGO,2020-06-12,-18.286
Angola,AGO,2020-06-13,-18.286
Angola,AGO,2020-06-14,-18
Angola,AGO,2020-06-15,-18
Angola,AGO,2020-06-16,-17.714
Angola,AGO,2020-06-17,-17.857
Angola,AGO,2020-06-18,-18.143
Angola,AGO,2020-06-19,-18.571
Angola,AGO,2020-06-20,-18.714
Angola,AGO,2020-06-21,-18.714
Angola,AGO,2020-06-22,-19.143
Angola,AGO,2020-06-23,-19.429
Angola,AGO,2020-06-24,-19.143
Angola,AGO,2020-06-25,-18
Angola,AGO,2020-06-26,-16.143
Angola,AGO,2020-06-27,-14.571
Angola,AGO,2020-06-28,-13.286
Angola,AGO,2020-06-29,-11.714
Angola,AGO,2020-06-30,-10
Angola,AGO,2020-07-01,-8.714
Angola,AGO,2020-07-02,-8
Angola,AGO,2020-07-03,-8.143
Angola,AGO,2020-07-04,-8.571
Angola,AGO,2020-07-05,-8.571
Angola,AGO,2020-07-06,-8.714
Angola,AGO,2020-07-07,-9.286
Angola,AGO,2020-07-08,-10.286
Angola,AGO,2020-07-09,-12
Angola,AGO,2020-07-10,-13.714
Angola,AGO,2020-07-11,-15
Angola,AGO,2020-07-12,-16.429
Angola,AGO,2020-07-13,-18.143
Angola,AGO,2020-07-14,-19.714
Angola,AGO,2020-07-15,-21
Angola,AGO,2020-07-16,-21.429
Angola,AGO,2020-07-17,-21.714
Angola,AGO,2020-07-18,-22.143
Angola,AGO,2020-07-19,-22.429
Angola,AGO,2020-07-20,-22.857
Angola,AGO,2020-07-21,-23.429
Angola,AGO,2020-07-22,-24.143
Angola,AGO,2020-07-23,-24.429
Angola,AGO,2020-07-24,-24.286
Angola,AGO,2020-07-25,-23.571
Angola,AGO,2020-07-26,-23.143
Angola,AGO,2020-07-27,-22.143
Angola,AGO,2020-07-28,-20.857
Angola,AGO,2020-07-29,-18.714
Angola,AGO,2020-07-30,-16.857
Angola,AGO,2020-07-31,-15.286
Angola,AGO,2020-08-01,-14.143
Angola,AGO,2020-08-02,-12.857
Angola,AGO,2020-08-03,-12
Angola,AGO,2020-08-04,-11.571
Angola,AGO,2020-08-05,-11.571
Angola,AGO,2020-08-06,-11.857
Angola,AGO,2020-08-07,-12.429
Angola,AGO,2020-08-08,-12.857
Angola,AGO,2020-08-09,-13.286
Angola,AGO,2020-08-10,-13.429
Angola,AGO,2020-08-11,-13.429
Angola,AGO,2020-08-12,-13.429
Angola,AGO,2020-08-13,-13.286
Angola,AGO,2020-08-14,-13
Angola,AGO,2020-08-15,-13.286
Angola,AGO,2020-08-16,-13.286
Angola,AGO,2020-08-17,-13.667
Angola,AGO,2020-08-18,-14.2
Angola,AGO,2020-08-19,-15.25
Angola,AGO,2020-08-20,-17
Antigua and Barbuda,ATG,2020-02-17,-4.333
Antigua and Barbuda,ATG,2020-02-18,-3.5
Antigua and Barbuda,ATG,2020-02-19,-3.2
Antigua and Barbuda,ATG,2020-02-20,-2.5
Antigua and Barbuda,ATG,2020-02-21,-2.429
Antigua and Barbuda,ATG,2020-02-22,-2.286
Antigua and Barbuda,ATG,2020-02-23,-1.143
Antigua and Barbuda,ATG,2020-02-24,-2
Antigua and Barbuda,ATG,2020-02-25,-1.714
Antigua and Barbuda,ATG,2020-02-26,-2.143
Antigua and Barbuda,ATG,2020-02-27,-2
Antigua and Barbuda,ATG,2020-02-28,-1.143
Antigua and Barbuda,ATG,2020-02-29,0.286
Antigua and Barbuda,ATG,2020-03-01,0.571
Antigua and Barbuda,ATG,2020-03-02,2.571
Antigua and Barbuda,ATG,2020-03-03,3.286
Antigua and Barbuda,ATG,2020-03-04,4.429
Antigua and Barbuda,ATG,2020-03-05,4.857
Antigua and Barbuda,ATG,2020-03-06,4.286
Antigua and Barbuda,ATG,2020-03-07,3.714
Antigua and Barbuda,ATG,2020-03-08,3.714
Antigua and Barbuda,ATG,2020-03-09,2
Antigua and Barbuda,ATG,2020-03-10,1.857
Antigua and Barbuda,ATG,2020-03-11,1.143
Antigua and Barbuda,ATG,2020-03-12,1.429
Antigua and Barbuda,ATG,2020-03-13,1.429
Antigua and Barbuda,ATG,2020-03-14,-0.286
Antigua and Barbuda,ATG,2020-03-15,-2.429
Antigua and Barbuda,ATG,2020-03-16,-4
Antigua and Barbuda,ATG,2020-03-17,-7.429
Antigua and Barbuda,ATG,2020-03-18,-10
Antigua and Barbuda,ATG,2020-03-19,-13.571
Antigua and Barbuda,ATG,2020-03-20,-16.286
Antigua and Barbuda,ATG,2020-03-21,-18.143
Antigua and Barbuda,ATG,2020-03-22,-21.857
Antigua and Barbuda,ATG,2020-03-23,-23.143
Antigua and Barbuda,ATG,2020-03-24,-24.571
Antigua and Barbuda,ATG,2020-03-25,-25
Antigua and Barbuda,ATG,2020-03-26,-26
Antigua and Barbuda,ATG,2020-03-27,-26.429
Antigua and Barbuda,ATG,2020-03-28,-28
Antigua and Barbuda,ATG,2020-03-29,-29.143
Antigua and Barbuda,ATG,2020-03-30,-31.286
Antigua and Barbuda,ATG,2020-03-31,-31.714
Antigua and Barbuda,ATG,2020-04-01,-32
Antigua and Barbuda,ATG,2020-04-02,-40.857
Antigua and Barbuda,ATG,2020-04-03,-50
Antigua and Barbuda,ATG,2020-04-04,-56.714
Antigua and Barbuda,ATG,2020-04-05,-61.286
Antigua and Barbuda,ATG,2020-04-06,-67.143
Antigua and Barbuda,ATG,2020-04-07,-73.714
Antigua and Barbuda,ATG,2020-04-08,-81.286
Antigua and Barbuda,ATG,2020-04-09,-78.286
Antigua and Barbuda,ATG,2020-04-10,-79.571
Antigua and Barbuda,ATG,2020-04-11,-77.857
Antigua and Barbuda,ATG,2020-04-12,-77.286
Antigua and Barbuda,ATG,2020-04-13,-78
Antigua and Barbuda,ATG,2020-04-14,-77.429
Antigua and Barbuda,ATG,2020-04-15,-76
Antigua and Barbuda,ATG,2020-04-16,-76.143
Antigua and Barbuda,ATG,2020-04-17,-72.143
Antigua and Barbuda,ATG,2020-04-18,-72.429
Antigua and Barbuda,ATG,2020-04-19,-71.714
Antigua and Barbuda,ATG,2020-04-20,-69.286
Antigua and Barbuda,ATG,2020-04-21,-68.143
Antigua and Barbuda,ATG,2020-04-22,-67.714
Antigua and Barbuda,ATG,2020-04-23,-66
Antigua and Barbuda,ATG,2020-04-24,-64.286
Antigua and Barbuda,ATG,2020-04-25,-62.143
Antigua and Barbuda,ATG,2020-04-26,-61.143
Antigua and Barbuda,ATG,2020-04-27,-58.714
Antigua and Barbuda,ATG,2020-04-28,-56.857
Antigua and Barbuda,ATG,2020-04-29,-54.571
Antigua and Barbuda,ATG,2020-04-30,-52.714
Antigua and Barbuda,ATG,2020-05-01,-51.286
Antigua and Barbuda,ATG,2020-05-02,-50.143
Antigua and Barbuda,ATG,2020-05-03,-49.286
Antigua and Barbuda,ATG,2020-05-04,-52.143
Antigua and Barbuda,ATG,2020-05-05,-50.571
Antigua and Barbuda,ATG,2020-05-06,-49.286
Antigua and Barbuda,ATG,2020-05-07,-48.857
Antigua and Barbuda,ATG,2020-05-08,-48
Antigua and Barbuda,ATG,2020-05-09,-46.857
Antigua and Barbuda,ATG,2020-05-10,-45.429
Antigua and Barbuda,ATG,2020-05-11,-40.857
Antigua and Barbuda,ATG,2020-05-12,-40.429
Antigua and Barbuda,ATG,2020-05-13,-40.714
Antigua and Barbuda,ATG,2020-05-14,-40.429
Antigua and Barbuda,ATG,2020-05-15,-39.714
Antigua and Barbuda,ATG,2020-05-16,-39.429
Antigua and Barbuda,ATG,2020-05-17,-38.571
Antigua and Barbuda,ATG,2020-05-18,-38
Antigua and Barbuda,ATG,2020-05-19,-37.714
Antigua and Barbuda,ATG,2020-05-20,-37
Antigua and Barbuda,ATG,2020-05-21,-36.857
Antigua and Barbuda,ATG,2020-05-22,-37
Antigua and Barbuda,ATG,2020-05-23,-36.714
Antigua and Barbuda,ATG,2020-05-24,-36
Antigua and Barbuda,ATG,2020-05-25,-35.857
Antigua and Barbuda,ATG,2020-05-26,-35.571
Antigua and Barbuda,ATG,2020-05-27,-35
Antigua and Barbuda,ATG,2020-05-28,-34.143
Antigua and Barbuda,ATG,2020-05-29,-33
Antigua and Barbuda,ATG,2020-05-30,-31.714
Antigua and Barbuda,ATG,2020-05-31,-31.857
Antigua and Barbuda,ATG,2020-06-01,-35.571
Antigua and Barbuda,ATG,2020-06-02,-33.857
Antigua and Barbuda,ATG,2020-06-03,-32.857
Antigua and Barbuda,ATG,2020-06-04,-32.571
Antigua and Barbuda,ATG,2020-06-05,-33
Antigua and Barbuda,ATG,2020-06-06,-34
Antigua and Barbuda,ATG,2020-06-07,-33.857
Antigua and Barbuda,ATG,2020-06-08,-29.714
Antigua and Barbuda,ATG,2020-06-09,-31.571
Antigua and Barbuda,ATG,2020-06-10,-32.714
Antigua and Barbuda,ATG,2020-06-11,-33
Antigua and Barbuda,ATG,2020-06-12,-32.429
Antigua and Barbuda,ATG,2020-06-13,-31.429
Antigua and Barbuda,ATG,2020-06-14,-30.857
Antigua and Barbuda,ATG,2020-06-15,-30.429
Antigua and Barbuda,ATG,2020-06-16,-29.714
Antigua and Barbuda,ATG,2020-06-17,-29.429
Antigua and Barbuda,ATG,2020-06-18,-29.429
Antigua and Barbuda,ATG,2020-06-19,-29.714
Antigua and Barbuda,ATG,2020-06-20,-29.857
Antigua and Barbuda,ATG,2020-06-21,-30.429
Antigua and Barbuda,ATG,2020-06-22,-31
Antigua and Barbuda,ATG,2020-06-23,-31.143
Antigua and Barbuda,ATG,2020-06-24,-30.857
Antigua and Barbuda,ATG,2020-06-25,-31.143
Antigua and Barbuda,ATG,2020-06-26,-31.143
Antigua and Barbuda,ATG,2020-06-27,-31.286
Antigua and Barbuda,ATG,2020-06-28,-31
Antigua and Barbuda,ATG,2020-06-29,-29.857
Antigua and Barbuda,ATG,2020-06-30,-28.429
Antigua and Barbuda,ATG,2020-07-01,-27.714
Antigua and Barbuda,ATG,2020-07-02,-26.429
Antigua and Barbuda,ATG,2020-07-03,-25.571
Antigua and Barbuda,ATG,2020-07-04,-24.857
Antigua and Barbuda,ATG,2020-07-05,-24.143
Antigua and Barbuda,ATG,2020-07-06,-23.857
Antigua and Barbuda,ATG,2020-07-07,-24.857
Antigua and Barbuda,ATG,2020-07-08,-25.286
Antigua and Barbuda,ATG,2020-07-09,-25.571
Antigua and Barbuda,ATG,2020-07-10,-25.857
Antigua and Barbuda,ATG,2020-07-11,-26.571
Antigua and Barbuda,ATG,2020-07-12,-27.286
Antigua and Barbuda,ATG,2020-07-13,-28
Antigua and Barbuda,ATG,2020-07-14,-27.857
Antigua and Barbuda,ATG,2020-07-15,-27.286
Antigua and Barbuda,ATG,2020-07-16,-26.857
Antigua and Barbuda,ATG,2020-07-17,-26.429
Antigua and Barbuda,ATG,2020-07-18,-26.286
Antigua and Barbuda,ATG,2020-07-19,-25.714
Antigua and Barbuda,ATG,2020-07-20,-25.714
Antigua and Barbuda,ATG,2020-07-21,-26.143
Antigua and Barbuda,ATG,2020-07-22,-26.857
Antigua and Barbuda,ATG,2020-07-23,-28.143
Antigua and Barbuda,ATG,2020-07-24,-28.714
Antigua and Barbuda,ATG,2020-07-25,-28.143
Antigua and Barbuda,ATG,2020-07-26,-28.571
Antigua and Barbuda,ATG,2020-07-27,-28.857
Antigua and Barbuda,ATG,2020-07-28,-27.571
Antigua and Barbuda,ATG,2020-07-29,-34.143
Antigua and Barbuda,ATG,2020-07-30,-33
Antigua and Barbuda,ATG,2020-07-31,-31.571
Antigua and Barbuda,ATG,2020-08-01,-30.429
Antigua and Barbuda,ATG,2020-08-02,-28.857
Antigua and Barbuda,ATG,2020-08-03,-32.429
Antigua and Barbuda,ATG,2020-08-04,-36.571
Antigua and Barbuda,ATG,2020-08-05,-27.857
Antigua and Barbuda,ATG,2020-08-06,-26.714
Antigua and Barbuda,ATG,2020-08-07,-27.571
Antigua and Barbuda,ATG,2020-08-08,-28.286
Antigua and Barbuda,ATG,2020-08-09,-28.857
Antigua and Barbuda,ATG,2020-08-10,-24.143
Antigua and Barbuda,ATG,2020-08-11,-20.714
Antigua and Barbuda,ATG,2020-08-12,-21.857
Antigua and Barbuda,ATG,2020-08-13,-22.571
Antigua and Barbuda,ATG,2020-08-14,-22.714
Antigua and Barbuda,ATG,2020-08-15,-23.143
Antigua and Barbuda,ATG,2020-08-16,-23.429
Antigua and Barbuda,ATG,2020-08-17,-23.833
Antigua and Barbuda,ATG,2020-08-18,-23.2
Antigua and Barbuda,ATG,2020-08-19,-23.5
Antigua and Barbuda,ATG,2020-08-20,-24.667
Argentina,ARG,2020-02-17,-5
Argentina,ARG,2020-02-18,-3
Argentina,ARG,2020-02-19,-2.2
Argentina,ARG,2020-02-20,-1.833
Argentina,ARG,2020-02-21,-1.143
Argentina,ARG,2020-02-22,-0.429
Argentina,ARG,2020-02-23,2.429
Argentina,ARG,2020-02-24,2.429
Argentina,ARG,2020-02-25,-0.857
Argentina,ARG,2020-02-26,-0.857
Argentina,ARG,2020-02-27,-1
Argentina,ARG,2020-02-28,-1
Argentina,ARG,2020-02-29,-1.143
Argentina,ARG,2020-03-01,-3.571
Argentina,ARG,2020-03-02,-2
Argentina,ARG,2020-03-03,0.857
Argentina,ARG,2020-03-04,0.571
Argentina,ARG,2020-03-05,0.857
Argentina,ARG,2020-03-06,1.286
Argentina,ARG,2020-03-07,1.286
Argentina,ARG,2020-03-08,2.143
Argentina,ARG,2020-03-09,2.143
Argentina,ARG,2020-03-10,2.571
Argentina,ARG,2020-03-11,0.429
Argentina,ARG,2020-03-12,-0.286
Argentina,ARG,2020-03-13,-1.857
Argentina,ARG,2020-03-14,-5.286
Argentina,ARG,2020-03-15,-9.857
Argentina,ARG,2020-03-16,-13.857
Argentina,ARG,2020-03-17,-20.143
Argentina,ARG,2020-03-18,-24
Argentina,ARG,2020-03-19,-29.429
Argentina,ARG,2020-03-20,-39.857
Argentina,ARG,2020-03-21,-49
Argentina,ARG,2020-03-22,-57.286
Argentina,ARG,2020-03-23,-66
Argentina,ARG,2020-03-24,-72.714
Argentina,ARG,2020-03-25,-78.286
Argentina,ARG,2020-03-26,-84.143
Argentina,ARG,2020-03-27,-84.571
Argentina,ARG,2020-03-28,-84.429
Argentina,ARG,2020-03-29,-84.286
Argentina,ARG,2020-03-30,-83.286
Argentina,ARG,2020-03-31,-82.857
Argentina,ARG,2020-04-01,-82.429
Argentina,ARG,2020-04-02,-81.857
Argentina,ARG,2020-04-03,-81.286
Argentina,ARG,2020-04-04,-80.571
Argentina,ARG,2020-04-05,-80.143
Argentina,ARG,2020-04-06,-79.286
Argentina,ARG,2020-04-07,-78.857
Argentina,ARG,2020-04-08,-79.286
Argentina,ARG,2020-04-09,-79.857
Argentina,ARG,2020-04-10,-81.714
Argentina,ARG,2020-04-11,-82.714
Argentina,ARG,2020-04-12,-83.286
Argentina,ARG,2020-04-13,-84.429
Argentina,ARG,2020-04-14,-84.286
Argentina,ARG,2020-04-15,-84.143
Argentina,ARG,2020-04-16,-84.143
Argentina,ARG,2020-04-17,-83.143
Argentina,ARG,2020-04-18,-83.286
Argentina,ARG,2020-04-19,-83.571
Argentina,ARG,2020-04-20,-83.571
Argentina,ARG,2020-04-21,-83.714
Argentina,ARG,2020-04-22,-84
Argentina,ARG,2020-04-23,-84
Argentina,ARG,2020-04-24,-84
Argentina,ARG,2020-04-25,-84.143
Argentina,ARG,2020-04-26,-84
Argentina,ARG,2020-04-27,-84.143
Argentina,ARG,2020-04-28,-84.429
Argentina,ARG,2020-04-29,-84
Argentina,ARG,2020-04-30,-82.857
Argentina,ARG,2020-05-01,-83.857
Argentina,ARG,2020-05-02,-82.857
Argentina,ARG,2020-05-03,-82.571
Argentina,ARG,2020-05-04,-81.571
Argentina,ARG,2020-05-05,-80.429
Argentina,ARG,2020-05-06,-79.714
Argentina,ARG,2020-05-07,-79.429
Argentina,ARG,2020-05-08,-76.857
Argentina,ARG,2020-05-09,-76.286
Argentina,ARG,2020-05-10,-75.714
Argentina,ARG,2020-05-11,-74.857
Argentina,ARG,2020-05-12,-74
Argentina,ARG,2020-05-13,-73.286
Argentina,ARG,2020-05-14,-72.857
Argentina,ARG,2020-05-15,-72.571
Argentina,ARG,2020-05-16,-72.143
Argentina,ARG,2020-05-17,-71.857
Argentina,ARG,2020-05-18,-71.571
Argentina,ARG,2020-05-19,-71.286
Argentina,ARG,2020-05-20,-71.143
Argentina,ARG,2020-05-21,-71.286
Argentina,ARG,2020-05-22,-71.286
Argentina,ARG,2020-05-23,-71
Argentina,ARG,2020-05-24,-70.857
Argentina,ARG,2020-05-25,-72.857
Argentina,ARG,2020-05-26,-72.714
Argentina,ARG,2020-05-27,-72.571
Argentina,ARG,2020-05-28,-72.143
Argentina,ARG,2020-05-29,-71.714
Argentina,ARG,2020-05-30,-71.857
Argentina,ARG,2020-05-31,-71.857
Argentina,ARG,2020-06-01,-69.571
Argentina,ARG,2020-06-02,-69.429
